Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
METFORMIN,TOPOTECAN,VCAP,0,6.378835
METFORMIN,TOPOTECAN,ZR751,0,-5.5537
METFORMIN,VINBLASTINE,A2058,0,20.596
METFORMIN,VINBLASTINE,A2780,0,-10.9773
METFORMIN,VINBLASTINE,A375,0,6.643859
METFORMIN,VINBLASTINE,A427,0,-12.2741
METFORMIN,VINBLASTINE,CAOV3,0,-29.4056
METFORMIN,VINBLASTINE,COLO320DM,0,2.380128
METFORMIN,VINBLASTINE,DLD1,0,1.527021
METFORMIN,VINBLASTINE,EFM192B,0,-2.21356
METFORMIN,VINBLASTINE,ES2,0,2.973201
METFORMIN,VINBLASTINE,HCT116,0,-4.29163
METFORMIN,VINBLASTINE,HT144,0,0.794767
METFORMIN,VINBLASTINE,HT29,0,-10.2508
METFORMIN,VINBLASTINE,KPL1,0,5.513241
METFORMIN,VINBLASTINE,LNCAP,0,-2.36764
METFORMIN,VINBLASTINE,LOVO,0,-10.9601
METFORMIN,VINBLASTINE,MDAMB436,0,0.759774
METFORMIN,VINBLASTINE,MSTO,0,-24.1698
METFORMIN,VINBLASTINE,NCIH1650,0,-9.1474
METFORMIN,VINBLASTINE,NCIH2122,0,-0.13299
METFORMIN,VINBLASTINE,NCIH23,0,-5.50707
METFORMIN,VINBLASTINE,NCIH460,0,-4.78774
METFORMIN,VINBLASTINE,NCIH520,0,-5.85953
METFORMIN,VINBLASTINE,OCUBM,0,16.5895
METFORMIN,VINBLASTINE,OV90,0,-8.49644
METFORMIN,VINBLASTINE,OVCAR3,0,-19.491
METFORMIN,VINBLASTINE,PA1,0,-4.06509
METFORMIN,VINBLASTINE,RKO,0,2.284705
METFORMIN,VINBLASTINE,RPMI7951,0,-12.4418
METFORMIN,VINBLASTINE,SKMEL30,0,-1.3997
METFORMIN,VINBLASTINE,SKMES1,0,3.561533
METFORMIN,VINBLASTINE,SKOV3,0,7.764584
METFORMIN,VINBLASTINE,SW620,0,11.37237
METFORMIN,VINBLASTINE,SW837,0,-7.00932
METFORMIN,VINBLASTINE,T47D,0,2.640608
METFORMIN,VINBLASTINE,UACC62,0,-10.5843
METFORMIN,VINBLASTINE,UWB1289,0,-12.6552
METFORMIN,VINBLASTINE,UWB1289BRCA1,0,-6.31541
METFORMIN,VINBLASTINE,VCAP,0,4.265991
METFORMIN,VINBLASTINE,ZR751,0,-30.5731
METFORMIN,VINORELBINE,A2058,0,-6.90278
METFORMIN,VINORELBINE,A2780,0,-13.7344
METFORMIN,VINORELBINE,A375,0,10.31308
METFORMIN,VINORELBINE,A427,0,-16.8248
METFORMIN,VINORELBINE,CAOV3,0,-31.1806
METFORMIN,VINORELBINE,COLO320DM,0,3.64575
METFORMIN,VINORELBINE,DLD1,0,2.873198
METFORMIN,VINORELBINE,EFM192B,0,-18.1047
METFORMIN,VINORELBINE,ES2,0,-2.69835
METFORMIN,VINORELBINE,HCT116,0,-13.7306
METFORMIN,VINORELBINE,HT144,0,-4.8844
METFORMIN,VINORELBINE,HT29,0,-17.6998
METFORMIN,VINORELBINE,KPL1,0,-14.1639
METFORMIN,VINORELBINE,LNCAP,0,12.75691
METFORMIN,VINORELBINE,LOVO,0,-9.02744
METFORMIN,VINORELBINE,MDAMB436,0,-0.60075
METFORMIN,VINORELBINE,MSTO,0,14.43693
METFORMIN,VINORELBINE,NCIH1650,0,-4.50707
METFORMIN,VINORELBINE,NCIH2122,0,-15.584
METFORMIN,VINORELBINE,NCIH23,0,-31.2384
METFORMIN,VINORELBINE,NCIH460,0,-4.45678
METFORMIN,VINORELBINE,NCIH520,0,-5.90116
METFORMIN,VINORELBINE,OCUBM,0,-22.5658
METFORMIN,VINORELBINE,OV90,0,18.12143
METFORMIN,VINORELBINE,OVCAR3,0,-21.4424
METFORMIN,VINORELBINE,PA1,0,-8.42707
METFORMIN,VINORELBINE,RKO,0,-8.06301
METFORMIN,VINORELBINE,RPMI7951,0,-12.874
METFORMIN,VINORELBINE,SKMEL30,0,3.732965
METFORMIN,VINORELBINE,SKMES1,0,3.881228
METFORMIN,VINORELBINE,SKOV3,0,0.665289
METFORMIN,VINORELBINE,SW620,0,0.81954
METFORMIN,VINORELBINE,SW837,0,-7.04558
METFORMIN,VINORELBINE,T47D,0,-5.43899
METFORMIN,VINORELBINE,UACC62,0,-13.6467
METFORMIN,VINORELBINE,UWB1289,0,6.212082
METFORMIN,VINORELBINE,UWB1289BRCA1,0,-6.6639
METFORMIN,VINORELBINE,VCAP,0,-13.5316
METFORMIN,VINORELBINE,ZR751,0,-20.4568
METHOTREXATE,MITOMYCIN,A2058,0,-20.3004
METHOTREXATE,MITOMYCIN,A2780,0,-12.2765
METHOTREXATE,MITOMYCIN,A375,0,-15.7287
METHOTREXATE,MITOMYCIN,A427,0,-2.16174
METHOTREXATE,MITOMYCIN,CAOV3,0,-30.9559
METHOTREXATE,MITOMYCIN,COLO320DM,0,-4.45808
METHOTREXATE,MITOMYCIN,DLD1,0,-7.06119
METHOTREXATE,MITOMYCIN,EFM192B,0,-14.0109
METHOTREXATE,MITOMYCIN,ES2,0,-10.9554
METHOTREXATE,MITOMYCIN,HCT116,0,-24.6228
METHOTREXATE,MITOMYCIN,HT144,0,-6.21944
METHOTREXATE,MITOMYCIN,HT29,0,-13.5912
METHOTREXATE,MITOMYCIN,KPL1,0,-22.1828
METHOTREXATE,MITOMYCIN,LNCAP,0,-13.7548
METHOTREXATE,MITOMYCIN,LOVO,0,-8.86973
METHOTREXATE,MITOMYCIN,MDAMB436,0,-9.36932
METHOTREXATE,MITOMYCIN,MSTO,0,-13.3733
METHOTREXATE,MITOMYCIN,NCIH1650,0,-21.2644
METHOTREXATE,MITOMYCIN,NCIH2122,0,-18.1157
METHOTREXATE,MITOMYCIN,NCIH23,0,-19.0167
METHOTREXATE,MITOMYCIN,NCIH460,0,-33.1435
METHOTREXATE,MITOMYCIN,NCIH520,0,-19.3186
METHOTREXATE,MITOMYCIN,OCUBM,0,-0.89618
METHOTREXATE,MITOMYCIN,OV90,0,-9.84626
METHOTREXATE,MITOMYCIN,OVCAR3,0,-30.0481
METHOTREXATE,MITOMYCIN,PA1,0,-29.7384
METHOTREXATE,MITOMYCIN,RKO,0,-26.9666
METHOTREXATE,MITOMYCIN,RPMI7951,0,-17.0992
METHOTREXATE,MITOMYCIN,SKMEL30,0,-11.9554
METHOTREXATE,MITOMYCIN,SKMES1,0,-19.0472
METHOTREXATE,MITOMYCIN,SKOV3,0,-13.0188
METHOTREXATE,MITOMYCIN,SW620,0,-15.3807
METHOTREXATE,MITOMYCIN,SW837,0,-7.75421
METHOTREXATE,MITOMYCIN,T47D,0,-21.1767
METHOTREXATE,MITOMYCIN,UACC62,0,-9.37879
METHOTREXATE,MITOMYCIN,UWB1289,0,-5.18939
METHOTREXATE,MITOMYCIN,UWB1289BRCA1,0,-4.65161
METHOTREXATE,MITOMYCIN,VCAP,0,-20.479
METHOTREXATE,MITOMYCIN,ZR751,0,-29.1907
METHOTREXATE,OXALIPLATIN,A2058,0,-15.4555
METHOTREXATE,OXALIPLATIN,A2780,0,-10.5933
METHOTREXATE,OXALIPLATIN,A375,0,-6.47542
METHOTREXATE,OXALIPLATIN,A427,0,2.378687
METHOTREXATE,OXALIPLATIN,CAOV3,0,-18.1264
METHOTREXATE,OXALIPLATIN,COLO320DM,0,-1.16625
METHOTREXATE,OXALIPLATIN,DLD1,0,-3.11842
METHOTREXATE,OXALIPLATIN,EFM192B,0,-6.68513
METHOTREXATE,OXALIPLATIN,ES2,0,-9.48563
METHOTREXATE,OXALIPLATIN,HCT116,1,-16.118
METHOTREXATE,OXALIPLATIN,HT144,0,-9.90344
METHOTREXATE,OXALIPLATIN,HT29,2,-6.38614
METHOTREXATE,OXALIPLATIN,KPL1,0,-7.88506
METHOTREXATE,OXALIPLATIN,LNCAP,0,-10.6901
METHOTREXATE,OXALIPLATIN,LOVO,0,-12.1017
METHOTREXATE,OXALIPLATIN,MDAMB436,0,-4.4152
METHOTREXATE,OXALIPLATIN,MSTO,0,-7.81764
METHOTREXATE,OXALIPLATIN,NCIH1650,0,-12.5953
METHOTREXATE,OXALIPLATIN,NCIH2122,0,-4.38465
METHOTREXATE,OXALIPLATIN,NCIH23,0,-18.258
METHOTREXATE,OXALIPLATIN,NCIH460,0,-23.28
METHOTREXATE,OXALIPLATIN,NCIH520,0,-11.3115
METHOTREXATE,OXALIPLATIN,OCUBM,0,0.380432
METHOTREXATE,OXALIPLATIN,OV90,0,-4.06272
METHOTREXATE,OXALIPLATIN,OVCAR3,0,-26.8317
METHOTREXATE,OXALIPLATIN,PA1,0,-21.7051
METHOTREXATE,OXALIPLATIN,RKO,0,-9.15377
METHOTREXATE,OXALIPLATIN,RPMI7951,0,-9.21219
METHOTREXATE,OXALIPLATIN,SKMEL30,0,-7.18571
METHOTREXATE,OXALIPLATIN,SKMES1,0,-7.57687
METHOTREXATE,OXALIPLATIN,SKOV3,0,0.076943
METHOTREXATE,OXALIPLATIN,SW620,2,-7.72381
METHOTREXATE,OXALIPLATIN,SW837,0,-5.81299
METHOTREXATE,OXALIPLATIN,T47D,0,-24.6654
METHOTREXATE,OXALIPLATIN,UACC62,0,-9.58024
METHOTREXATE,OXALIPLATIN,UWB1289,0,-4.14367
METHOTREXATE,OXALIPLATIN,UWB1289BRCA1,0,-7.8905
METHOTREXATE,OXALIPLATIN,VCAP,0,-9.22089
METHOTREXATE,OXALIPLATIN,ZR751,0,-18.7228
METHOTREXATE,PACLITAXEL,A2058,0,-19.6557
METHOTREXATE,PACLITAXEL,A2780,6,-14.9358
METHOTREXATE,PACLITAXEL,A375,2,-5.9011
METHOTREXATE,PACLITAXEL,A427,0,-2.81963
METHOTREXATE,PACLITAXEL,CAOV3,0,-11.4778
METHOTREXATE,PACLITAXEL,COLO320DM,0,0.240422
METHOTREXATE,PACLITAXEL,DLD1,0,-3.59843
METHOTREXATE,PACLITAXEL,EFM192B,0,-11.5341
METHOTREXATE,PACLITAXEL,ES2,0,4.385319
METHOTREXATE,PACLITAXEL,HCT116,1,-25.7816
METHOTREXATE,PACLITAXEL,HT144,0,10.55116
METHOTREXATE,PACLITAXEL,HT29,2,-11.8924
METHOTREXATE,PACLITAXEL,KPL1,0,-18.206
METHOTREXATE,PACLITAXEL,LNCAP,0,-24.8664
METHOTREXATE,PACLITAXEL,LOVO,1,-7.14112
METHOTREXATE,PACLITAXEL,MDAMB436,0,-7.54783
METHOTREXATE,PACLITAXEL,MSTO,0,-15.4546
METHOTREXATE,PACLITAXEL,NCIH1650,0,-13.3558
METHOTREXATE,PACLITAXEL,NCIH2122,0,-13.5157
METHOTREXATE,PACLITAXEL,NCIH23,0,-13.7371
METHOTREXATE,PACLITAXEL,NCIH460,0,-18.1452
METHOTREXATE,PACLITAXEL,NCIH520,0,-18.0497
METHOTREXATE,PACLITAXEL,OCUBM,0,-6.33076
METHOTREXATE,PACLITAXEL,OV90,0,2.218175
METHOTREXATE,PACLITAXEL,OVCAR3,0,-31.9598
METHOTREXATE,PACLITAXEL,PA1,1,-27.8466
METHOTREXATE,PACLITAXEL,RKO,1,-21.8824
METHOTREXATE,PACLITAXEL,RPMI7951,0,-9.32687
METHOTREXATE,PACLITAXEL,SKMEL30,0,0.110967
METHOTREXATE,PACLITAXEL,SKMES1,0,-6.93213
METHOTREXATE,PACLITAXEL,SKOV3,1,1.107487
METHOTREXATE,PACLITAXEL,SW620,0,-12.0857
METHOTREXATE,PACLITAXEL,SW837,0,-3.58667
METHOTREXATE,PACLITAXEL,T47D,2,-18.3048
METHOTREXATE,PACLITAXEL,UACC62,0,-9.74354
METHOTREXATE,PACLITAXEL,UWB1289,0,-12.493
METHOTREXATE,PACLITAXEL,UWB1289BRCA1,0,-11.0126
METHOTREXATE,PACLITAXEL,VCAP,0,-15.2098
METHOTREXATE,PACLITAXEL,ZR751,0,-16.705
METHOTREXATE,SN-38,A2058,0,-23.4853
METHOTREXATE,SN-38,A2780,1,-6.60491
METHOTREXATE,SN-38,A375,0,-2.43356
METHOTREXATE,SN-38,A427,0,0.73858
METHOTREXATE,SN-38,CAOV3,0,-17.8655
METHOTREXATE,SN-38,COLO320DM,0,-0.14774
METHOTREXATE,SN-38,DLD1,0,-1.72696
METHOTREXATE,SN-38,EFM192B,0,2.674658
METHOTREXATE,SN-38,ES2,0,-1.66049
METHOTREXATE,SN-38,HCT116,0,-24.5319
METHOTREXATE,SN-38,HT144,0,1.911966
METHOTREXATE,SN-38,HT29,1,-6.69459
METHOTREXATE,SN-38,KPL1,0,-14.5664
METHOTREXATE,SN-38,LNCAP,0,-13.9211
METHOTREXATE,SN-38,LOVO,0,-6.94603
METHOTREXATE,SN-38,MDAMB436,0,-6.04589
METHOTREXATE,SN-38,MSTO,0,-15.6378
METHOTREXATE,SN-38,NCIH1650,0,-7.58097
METHOTREXATE,SN-38,NCIH2122,0,-8.73421
METHOTREXATE,SN-38,NCIH23,0,-7.6818
METHOTREXATE,SN-38,NCIH460,0,-17.9107
METHOTREXATE,SN-38,NCIH520,0,-14.0842
METHOTREXATE,SN-38,OCUBM,0,-0.97779
METHOTREXATE,SN-38,OV90,0,-3.9546
METHOTREXATE,SN-38,OVCAR3,0,-18.3809
METHOTREXATE,SN-38,PA1,0,-24.6357
METHOTREXATE,SN-38,RKO,0,-21.4981
METHOTREXATE,SN-38,RPMI7951,0,-9.1814
METHOTREXATE,SN-38,SKMEL30,0,-1.88701
METHOTREXATE,SN-38,SKMES1,0,-2.27931
METHOTREXATE,SN-38,SKOV3,0,0.911918
METHOTREXATE,SN-38,SW620,1,-9.8477
METHOTREXATE,SN-38,SW837,0,-5.54698
METHOTREXATE,SN-38,T47D,0,-9.18994
METHOTREXATE,SN-38,UACC62,0,-2.21858
METHOTREXATE,SN-38,UWB1289,0,-2.31345
METHOTREXATE,SN-38,UWB1289BRCA1,0,-2.04455
METHOTREXATE,SN-38,VCAP,0,-10.2167
METHOTREXATE,SN-38,ZR751,0,-14.8285
METHOTREXATE,TOPOTECAN,A2058,0,-9.61522
METHOTREXATE,TOPOTECAN,A2780,1,0.077977
METHOTREXATE,TOPOTECAN,A375,0,-3.35072
METHOTREXATE,TOPOTECAN,A427,0,4.251292
METHOTREXATE,TOPOTECAN,CAOV3,0,-0.4316
METHOTREXATE,TOPOTECAN,COLO320DM,0,-0.70226
METHOTREXATE,TOPOTECAN,DLD1,0,0.701046
METHOTREXATE,TOPOTECAN,EFM192B,0,1.596882
METHOTREXATE,TOPOTECAN,ES2,0,2.846034
METHOTREXATE,TOPOTECAN,HCT116,1,-13.8122
METHOTREXATE,TOPOTECAN,HT144,0,5.408638
METHOTREXATE,TOPOTECAN,HT29,0,-4.84199
METHOTREXATE,TOPOTECAN,KPL1,0,-9.59561
METHOTREXATE,TOPOTECAN,LNCAP,0,-45.717
METHOTREXATE,TOPOTECAN,LOVO,0,-1.5308
METHOTREXATE,TOPOTECAN,MDAMB436,0,-1.69068
METHOTREXATE,TOPOTECAN,MSTO,0,-11.3136
METHOTREXATE,TOPOTECAN,NCIH1650,0,-8.85052
METHOTREXATE,TOPOTECAN,NCIH2122,0,-4.62428
METHOTREXATE,TOPOTECAN,NCIH23,0,-0.37785
METHOTREXATE,TOPOTECAN,NCIH460,0,-22.8238
METHOTREXATE,TOPOTECAN,NCIH520,0,-9.42611
METHOTREXATE,TOPOTECAN,OCUBM,0,-5.76582
METHOTREXATE,TOPOTECAN,OV90,0,2.127165
METHOTREXATE,TOPOTECAN,OVCAR3,0,-18.8316
METHOTREXATE,TOPOTECAN,PA1,0,-12.8556
METHOTREXATE,TOPOTECAN,RKO,0,-12.3254
METHOTREXATE,TOPOTECAN,RPMI7951,0,0.094287
METHOTREXATE,TOPOTECAN,SKMEL30,0,4.054645
METHOTREXATE,TOPOTECAN,SKMES1,0,-0.00049
METHOTREXATE,TOPOTECAN,SKOV3,0,7.966867
METHOTREXATE,TOPOTECAN,SW620,0,-5.2326
METHOTREXATE,TOPOTECAN,SW837,0,-0.86043
METHOTREXATE,TOPOTECAN,T47D,0,-3.30788
METHOTREXATE,TOPOTECAN,UACC62,0,-1.78117
METHOTREXATE,TOPOTECAN,UWB1289,0,-0.93573
METHOTREXATE,TOPOTECAN,UWB1289BRCA1,0,-1.10353
METHOTREXATE,TOPOTECAN,VCAP,0,-13.5449
METHOTREXATE,TOPOTECAN,ZR751,0,-9.57721
METHOTREXATE,VINBLASTINE,A2058,0,-10.8456
METHOTREXATE,VINBLASTINE,A2780,0,-8.4935
METHOTREXATE,VINBLASTINE,A375,0,6.52032
METHOTREXATE,VINBLASTINE,A427,0,10.70711
METHOTREXATE,VINBLASTINE,CAOV3,0,-9.26351
METHOTREXATE,VINBLASTINE,COLO320DM,0,1.124889
METHOTREXATE,VINBLASTINE,DLD1,0,1.062759
METHOTREXATE,VINBLASTINE,EFM192B,0,3.109317
METHOTREXATE,VINBLASTINE,ES2,0,13.37664
METHOTREXATE,VINBLASTINE,HCT116,1,-18.4187
METHOTREXATE,VINBLASTINE,HT144,0,3.152043
METHOTREXATE,VINBLASTINE,HT29,2,-3.53882
METHOTREXATE,VINBLASTINE,KPL1,0,-8.4095
METHOTREXATE,VINBLASTINE,LNCAP,1,-32.9043
METHOTREXATE,VINBLASTINE,LOVO,1,-6.37722
METHOTREXATE,VINBLASTINE,MDAMB436,0,-0.27771
METHOTREXATE,VINBLASTINE,MSTO,0,-18.1097
METHOTREXATE,VINBLASTINE,NCIH1650,0,-9.37762
METHOTREXATE,VINBLASTINE,NCIH2122,0,-3.52852
METHOTREXATE,VINBLASTINE,NCIH23,0,-17.4094
METHOTREXATE,VINBLASTINE,NCIH460,0,-21.5777
METHOTREXATE,VINBLASTINE,NCIH520,0,-13.1641
METHOTREXATE,VINBLASTINE,OCUBM,0,-0.49398
METHOTREXATE,VINBLASTINE,OV90,0,5.383187
METHOTREXATE,VINBLASTINE,OVCAR3,0,-29.711
METHOTREXATE,VINBLASTINE,PA1,0,-21.2169
METHOTREXATE,VINBLASTINE,RKO,0,-7.76991
METHOTREXATE,VINBLASTINE,RPMI7951,0,-4.65872
METHOTREXATE,VINBLASTINE,SKMEL30,0,-4.7206
METHOTREXATE,VINBLASTINE,SKMES1,0,-3.20406
METHOTREXATE,VINBLASTINE,SKOV3,1,9.461957
METHOTREXATE,VINBLASTINE,SW620,2,5.634991
METHOTREXATE,VINBLASTINE,SW837,0,0.020792
METHOTREXATE,VINBLASTINE,T47D,0,-10.562
METHOTREXATE,VINBLASTINE,UACC62,0,-6.00835
METHOTREXATE,VINBLASTINE,UWB1289,0,-12.4265
METHOTREXATE,VINBLASTINE,UWB1289BRCA1,0,-8.03345
METHOTREXATE,VINBLASTINE,VCAP,0,4.4028
METHOTREXATE,VINBLASTINE,ZR751,0,-19.363
METHOTREXATE,VINORELBINE,A2058,0,-18.7337
METHOTREXATE,VINORELBINE,A2780,0,-13.9569
METHOTREXATE,VINORELBINE,A375,1,-10.2142
METHOTREXATE,VINORELBINE,A427,0,-0.28225
METHOTREXATE,VINORELBINE,CAOV3,0,-15.1148
METHOTREXATE,VINORELBINE,COLO320DM,0,-0.91307
METHOTREXATE,VINORELBINE,DLD1,0,-2.85538
METHOTREXATE,VINORELBINE,EFM192B,0,-8.99255
METHOTREXATE,VINORELBINE,ES2,0,-0.55069
METHOTREXATE,VINORELBINE,HCT116,0,-24.461
METHOTREXATE,VINORELBINE,HT144,0,3.594359
METHOTREXATE,VINORELBINE,HT29,0,-15.2329
METHOTREXATE,VINORELBINE,KPL1,0,-16.4148
METHOTREXATE,VINORELBINE,LNCAP,0,-10.1669
METHOTREXATE,VINORELBINE,LOVO,0,-7.1807
METHOTREXATE,VINORELBINE,MDAMB436,0,-5.25843
METHOTREXATE,VINORELBINE,MSTO,0,-0.85727
METHOTREXATE,VINORELBINE,NCIH1650,0,-12.1014
METHOTREXATE,VINORELBINE,NCIH2122,0,-11.8521
METHOTREXATE,VINORELBINE,NCIH23,0,-43.5275
METHOTREXATE,VINORELBINE,NCIH460,0,-22.6826
METHOTREXATE,VINORELBINE,NCIH520,0,-17.5262
METHOTREXATE,VINORELBINE,OCUBM,0,-8.69355
METHOTREXATE,VINORELBINE,OV90,0,12.09428
METHOTREXATE,VINORELBINE,OVCAR3,0,-36.5845
METHOTREXATE,VINORELBINE,PA1,0,-26.6726
METHOTREXATE,VINORELBINE,RKO,0,-14.1709
METHOTREXATE,VINORELBINE,RPMI7951,0,-10.561
METHOTREXATE,VINORELBINE,SKMEL30,0,-4.16276
METHOTREXATE,VINORELBINE,SKMES1,0,-9.39359
METHOTREXATE,VINORELBINE,SKOV3,0,-0.15113
METHOTREXATE,VINORELBINE,SW620,0,-11.6021
METHOTREXATE,VINORELBINE,SW837,0,-5.78022
METHOTREXATE,VINORELBINE,T47D,0,-21.6662
METHOTREXATE,VINORELBINE,UACC62,0,-14.6928
METHOTREXATE,VINORELBINE,UWB1289,0,-3.42731
METHOTREXATE,VINORELBINE,UWB1289BRCA1,0,-12.9263
METHOTREXATE,VINORELBINE,VCAP,0,-21.0694
METHOTREXATE,VINORELBINE,ZR751,0,-22.3243
MITOMYCIN,OXALIPLATIN,A2058,0,9.441584
MITOMYCIN,OXALIPLATIN,A2780,0,-4.05461
MITOMYCIN,OXALIPLATIN,A375,0,-4.40896
MITOMYCIN,OXALIPLATIN,A427,0,-5.54569
MITOMYCIN,OXALIPLATIN,CAOV3,0,-17.4436
MITOMYCIN,OXALIPLATIN,COLO320DM,0,-0.18758
MITOMYCIN,OXALIPLATIN,DLD1,0,-5.35722
MITOMYCIN,OXALIPLATIN,EFM192B,0,-8.59576
MITOMYCIN,OXALIPLATIN,ES2,0,-13.57
MITOMYCIN,OXALIPLATIN,HCT116,0,5.559159
MITOMYCIN,OXALIPLATIN,HT144,0,-9.5789
MITOMYCIN,OXALIPLATIN,HT29,0,1.130585
MITOMYCIN,OXALIPLATIN,KPL1,0,4.689058
MITOMYCIN,OXALIPLATIN,LNCAP,0,-3.00006
MITOMYCIN,OXALIPLATIN,LOVO,0,-13.1709
MITOMYCIN,OXALIPLATIN,MDAMB436,0,-6.02256
MITOMYCIN,OXALIPLATIN,MSTO,0,-4.44198
MITOMYCIN,OXALIPLATIN,NCIH1650,0,-7.20034
MITOMYCIN,OXALIPLATIN,NCIH2122,0,-2.74336
MITOMYCIN,OXALIPLATIN,NCIH23,0,-11.4958
MITOMYCIN,OXALIPLATIN,NCIH460,0,-20.6972
MITOMYCIN,OXALIPLATIN,NCIH520,0,-10.0027
MITOMYCIN,OXALIPLATIN,OCUBM,0,5.97751
MITOMYCIN,OXALIPLATIN,OV90,0,-22.6031
MITOMYCIN,OXALIPLATIN,OVCAR3,0,-0.7641
MITOMYCIN,OXALIPLATIN,PA1,0,-22.6681
MITOMYCIN,OXALIPLATIN,RKO,0,-6.18919
MITOMYCIN,OXALIPLATIN,RPMI7951,0,-17.037
MITOMYCIN,OXALIPLATIN,SKMEL30,0,-1.01733
MITOMYCIN,OXALIPLATIN,SKMES1,0,-10.1083
MITOMYCIN,OXALIPLATIN,SKOV3,0,-3.7176
MITOMYCIN,OXALIPLATIN,SW620,0,-2.78326
MITOMYCIN,OXALIPLATIN,SW837,0,7.76858
MITOMYCIN,OXALIPLATIN,T47D,0,-17.8989
MITOMYCIN,OXALIPLATIN,UACC62,0,-8.8708
MITOMYCIN,OXALIPLATIN,UWB1289,0,5.723927
MITOMYCIN,OXALIPLATIN,UWB1289BRCA1,0,4.862208
MITOMYCIN,OXALIPLATIN,VCAP,0,-1.08119
MITOMYCIN,OXALIPLATIN,ZR751,0,-12.3316
MITOMYCIN,PACLITAXEL,A2058,0,-18.5109
MITOMYCIN,PACLITAXEL,A2780,0,-14.0611
MITOMYCIN,PACLITAXEL,A375,0,11.99897
MITOMYCIN,PACLITAXEL,A427,0,-5.95918
MITOMYCIN,PACLITAXEL,CAOV3,0,-19.6266
MITOMYCIN,PACLITAXEL,COLO320DM,0,9.749729
MITOMYCIN,PACLITAXEL,DLD1,0,-2.80414
MITOMYCIN,PACLITAXEL,EFM192B,0,-46.633
MITOMYCIN,PACLITAXEL,ES2,0,6.840113
MITOMYCIN,PACLITAXEL,HCT116,0,-21.8864
MITOMYCIN,PACLITAXEL,HT144,0,22.71033
MITOMYCIN,PACLITAXEL,HT29,0,-11.0897
MITOMYCIN,PACLITAXEL,KPL1,0,-3.28987
MITOMYCIN,PACLITAXEL,LNCAP,0,-7.4309
MITOMYCIN,PACLITAXEL,LOVO,0,-3.1639
MITOMYCIN,PACLITAXEL,MDAMB436,0,-3.65822
MITOMYCIN,PACLITAXEL,MSTO,0,5.6141
MITOMYCIN,PACLITAXEL,NCIH1650,0,-18.2751
MITOMYCIN,PACLITAXEL,NCIH2122,0,-104.237
MITOMYCIN,PACLITAXEL,NCIH23,0,-17.3389
MITOMYCIN,PACLITAXEL,NCIH460,0,-16.9315
MITOMYCIN,PACLITAXEL,NCIH520,0,-14.2206
MITOMYCIN,PACLITAXEL,OCUBM,0,-22.6969
MITOMYCIN,PACLITAXEL,OV90,0,-4.20086
MITOMYCIN,PACLITAXEL,OVCAR3,0,-27.2382
MITOMYCIN,PACLITAXEL,PA1,0,-20.5229
MITOMYCIN,PACLITAXEL,RKO,0,-20.1964
MITOMYCIN,PACLITAXEL,RPMI7951,0,-17.4222
MITOMYCIN,PACLITAXEL,SKMEL30,0,4.26196
MITOMYCIN,PACLITAXEL,SKMES1,0,-11.0763
MITOMYCIN,PACLITAXEL,SKOV3,0,-10.1172
MITOMYCIN,PACLITAXEL,SW620,0,-3.06004
MITOMYCIN,PACLITAXEL,SW837,0,12.1469
MITOMYCIN,PACLITAXEL,T47D,0,-24.2007
MITOMYCIN,PACLITAXEL,UACC62,0,-5.61041
MITOMYCIN,PACLITAXEL,UWB1289,0,-15.533
MITOMYCIN,PACLITAXEL,UWB1289BRCA1,0,10.08397
MITOMYCIN,PACLITAXEL,VCAP,0,-5.18156
MITOMYCIN,PACLITAXEL,ZR751,0,-1.4758
MITOMYCIN,SN-38,A2058,0,-8.82052
MITOMYCIN,SN-38,A2780,0,6.036333
MITOMYCIN,SN-38,A375,0,14.91524
MITOMYCIN,SN-38,A427,0,-2.42053
MITOMYCIN,SN-38,CAOV3,0,-18.1408
MITOMYCIN,SN-38,COLO320DM,0,7.282119
MITOMYCIN,SN-38,DLD1,0,2.875506
MITOMYCIN,SN-38,EFM192B,0,-7.47408
MITOMYCIN,SN-38,ES2,0,6.483312
MITOMYCIN,SN-38,HCT116,0,0.304515
MITOMYCIN,SN-38,HT144,0,20.91149
MITOMYCIN,SN-38,HT29,0,1.01018
MITOMYCIN,SN-38,KPL1,0,12.88685
MITOMYCIN,SN-38,LNCAP,0,16.86373
MITOMYCIN,SN-38,LOVO,0,-1.11682
MITOMYCIN,SN-38,MDAMB436,0,0.952798
MITOMYCIN,SN-38,MSTO,0,15.47584
MITOMYCIN,SN-38,NCIH1650,0,0.948478
MITOMYCIN,SN-38,NCIH2122,0,-22.8598
MITOMYCIN,SN-38,NCIH23,0,6.926294
MITOMYCIN,SN-38,NCIH460,0,-5.5201
MITOMYCIN,SN-38,NCIH520,0,0.126057
MITOMYCIN,SN-38,OCUBM,0,-10.1183
MITOMYCIN,SN-38,OV90,0,-9.45839
MITOMYCIN,SN-38,OVCAR3,0,17.18261
MITOMYCIN,SN-38,PA1,0,-2.29933
MITOMYCIN,SN-38,RKO,0,3.307209
MITOMYCIN,SN-38,RPMI7951,0,-1.58584
MITOMYCIN,SN-38,SKMEL30,0,6.241352
MITOMYCIN,SN-38,SKMES1,0,5.541266
MITOMYCIN,SN-38,SKOV3,0,-3.69919
MITOMYCIN,SN-38,SW620,0,-1.12264
